time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
742.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1863,9,SF-C,1350,12,Egress52,1000.0
743.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1579,7,SF-C,1050,9,Egress52,1000.0
744.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1761,8,SF-C,1200,10,Egress52,1000.0
745.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2024,10,SF-C,1500,13,Egress52,1000.0
746.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1838,9,SF-C,1350,12,Egress52,1000.0
747.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1898,9,SF-C,1350,12,Egress52,1000.0
748.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1945,9,SF-C,1350,12,Egress52,1000.0
749.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2317,11,SF-C,1650,14,Egress52,1000.0
750.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1635,8,SF-C,1200,10,Egress52,1000.0
751.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2245,11,SF-C,1650,14,Egress52,1000.0
752.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2156,10,SF-C,1500,13,Egress52,1000.0
753.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1682,8,SF-C,1200,10,Egress52,1000.0
754.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1771,8,SF-C,1200,10,Egress52,1000.0
755.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1948,9,SF-C,1350,12,Egress52,1000.0
756.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2212,11,SF-C,1650,14,Egress52,1000.0
757.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2001,10,SF-C,1500,13,Egress52,1000.0
758.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1990,9,SF-C,1350,12,Egress52,1000.0
759.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1762,8,SF-C,1200,10,Egress52,1000.0
760.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1944,9,SF-C,1350,12,Egress52,1000.0
761.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1624,8,SF-C,1200,10,Egress52,1000.0
762.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2305,11,SF-C,1650,14,Egress52,1000.0
763.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2246,11,SF-C,1650,14,Egress52,1000.0
764.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2210,11,SF-C,1650,14,Egress52,1000.0
765.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2299,11,SF-C,1650,14,Egress52,1000.0
766.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2193,10,SF-C,1500,13,Egress52,1000.0
767.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2175,10,SF-C,1500,13,Egress52,1000.0
768.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1607,8,SF-C,1200,10,Egress52,1000.0
769.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1751,8,SF-C,1200,10,Egress52,1000.0
770.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1708,8,SF-C,1200,10,Egress52,1000.0
771.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2129,10,SF-C,1500,13,Egress52,1000.0
772.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2240,11,SF-C,1650,14,Egress52,1000.0
773.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2231,11,SF-C,1650,14,Egress52,1000.0
774.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2305,11,SF-C,1650,14,Egress52,1000.0
775.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1836,9,SF-C,1350,12,Egress52,1000.0
776.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1747,8,SF-C,1200,10,Egress52,1000.0
777.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1780,8,SF-C,1200,10,Egress52,1000.0
778.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2229,11,SF-C,1650,14,Egress52,1000.0
779.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1947,9,SF-C,1350,12,Egress52,1000.0
780.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2148,10,SF-C,1500,13,Egress52,1000.0
781.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2292,11,SF-C,1650,14,Egress52,1000.0
782.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1829,9,SF-C,1350,12,Egress52,1000.0
783.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2149,10,SF-C,1500,13,Egress52,1000.0
784.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1661,8,SF-C,1200,10,Egress52,1000.0
785.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2317,11,SF-C,1650,14,Egress52,1000.0
786.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1697,8,SF-C,1200,10,Egress52,1000.0
787.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1708,8,SF-C,1200,10,Egress52,1000.0
788.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1678,8,SF-C,1200,10,Egress52,1000.0
789.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2119,10,SF-C,1500,13,Egress52,1000.0
790.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1675,8,SF-C,1200,10,Egress52,1000.0
791.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1901,9,SF-C,1350,12,Egress52,1000.0
792.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2133,10,SF-C,1500,13,Egress52,1000.0
793.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1724,8,SF-C,1200,10,Egress52,1000.0
794.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1792,8,SF-C,1200,10,Egress52,1000.0
795.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2104,10,SF-C,1500,13,Egress52,1000.0
796.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1937,9,SF-C,1350,12,Egress52,1000.0
797.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2213,11,SF-C,1650,14,Egress52,1000.0
798.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1684,8,SF-C,1200,10,Egress52,1000.0
799.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2289,11,SF-C,1650,14,Egress52,1000.0
800.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2243,11,SF-C,1650,14,Egress52,1000.0
801.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1953,9,SF-C,1350,12,Egress52,1000.0
802.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1585,7,SF-C,1050,9,Egress52,1000.0
803.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2007,10,SF-C,1500,13,Egress52,1000.0
804.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2194,10,SF-C,1500,13,Egress52,1000.0
805.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1712,8,SF-C,1200,10,Egress52,1000.0
806.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1670,8,SF-C,1200,10,Egress52,1000.0
807.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1604,8,SF-C,1200,10,Egress52,1000.0
808.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2304,11,SF-C,1650,14,Egress52,1000.0
809.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1992,9,SF-C,1350,12,Egress52,1000.0
810.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2025,10,SF-C,1500,13,Egress52,1000.0
811.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2193,10,SF-C,1500,13,Egress52,1000.0
812.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2337,11,SF-C,1650,14,Egress52,1000.0
813.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2033,10,SF-C,1500,13,Egress52,1000.0
814.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1867,9,SF-C,1350,12,Egress52,1000.0
815.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1810,9,SF-C,1350,12,Egress52,1000.0
816.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1668,8,SF-C,1200,10,Egress52,1000.0
817.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2183,10,SF-C,1500,13,Egress52,1000.0
818.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1822,9,SF-C,1350,12,Egress52,1000.0
819.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1672,8,SF-C,1200,10,Egress52,1000.0
820.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2337,11,SF-C,1650,14,Egress52,1000.0
821.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2338,11,SF-C,1650,14,Egress52,1000.0
822.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1891,9,SF-C,1350,12,Egress52,1000.0
823.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2124,10,SF-C,1500,13,Egress52,1000.0
824.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1845,9,SF-C,1350,12,Egress52,1000.0
825.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1908,9,SF-C,1350,12,Egress52,1000.0
826.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1614,8,SF-C,1200,10,Egress52,1000.0
827.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1665,8,SF-C,1200,10,Egress52,1000.0
828.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2288,11,SF-C,1650,14,Egress52,1000.0
829.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2227,11,SF-C,1650,14,Egress52,1000.0
830.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2033,10,SF-C,1500,13,Egress52,1000.0
831.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2185,10,SF-C,1500,13,Egress52,1000.0
832.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2030,10,SF-C,1500,13,Egress52,1000.0
833.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2101,10,SF-C,1500,13,Egress52,1000.0
834.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2171,10,SF-C,1500,13,Egress52,1000.0
835.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1785,8,SF-C,1200,10,Egress52,1000.0
836.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2233,11,SF-C,1650,14,Egress52,1000.0
837.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1573,7,SF-C,1050,9,Egress52,1000.0
838.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2066,10,SF-C,1500,13,Egress52,1000.0
839.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2105,10,SF-C,1500,13,Egress52,1000.0
840.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1606,8,SF-C,1200,10,Egress52,1000.0
841.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1752,8,SF-C,1200,10,Egress52,1000.0
842.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2237,11,SF-C,1650,14,Egress52,1000.0
843.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1766,8,SF-C,1200,10,Egress52,1000.0
844.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1805,9,SF-C,1350,12,Egress52,1000.0
845.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1633,8,SF-C,1200,10,Egress52,1000.0
846.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1957,9,SF-C,1350,12,Egress52,1000.0
847.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2039,10,SF-C,1500,13,Egress52,1000.0
848.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2150,10,SF-C,1500,13,Egress52,1000.0
849.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1670,8,SF-C,1200,10,Egress52,1000.0
850.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2267,11,SF-C,1650,14,Egress52,1000.0
851.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1826,9,SF-C,1350,12,Egress52,1000.0
852.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2229,11,SF-C,1650,14,Egress52,1000.0
853.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1749,8,SF-C,1200,10,Egress52,1000.0
854.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1565,7,SF-C,1050,9,Egress52,1000.0
855.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2305,11,SF-C,1650,14,Egress52,1000.0
856.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2012,10,SF-C,1500,13,Egress52,1000.0
857.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1762,8,SF-C,1200,10,Egress52,1000.0
858.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2101,10,SF-C,1500,13,Egress52,1000.0
859.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2302,11,SF-C,1650,14,Egress52,1000.0
860.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1991,9,SF-C,1350,12,Egress52,1000.0
861.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2217,11,SF-C,1650,14,Egress52,1000.0
862.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1927,9,SF-C,1350,12,Egress52,1000.0
863.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1709,8,SF-C,1200,10,Egress52,1000.0
864.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2235,11,SF-C,1650,14,Egress52,1000.0
865.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2199,10,SF-C,1500,13,Egress52,1000.0
866.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1903,9,SF-C,1350,12,Egress52,1000.0
867.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1882,9,SF-C,1350,12,Egress52,1000.0
868.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2322,11,SF-C,1650,14,Egress52,1000.0
869.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2039,10,SF-C,1500,13,Egress52,1000.0
870.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2114,10,SF-C,1500,13,Egress52,1000.0
871.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1879,9,SF-C,1350,12,Egress52,1000.0
872.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1986,9,SF-C,1350,12,Egress52,1000.0
873.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1955,9,SF-C,1350,12,Egress52,1000.0
874.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1727,8,SF-C,1200,10,Egress52,1000.0
875.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2317,11,SF-C,1650,14,Egress52,1000.0
876.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1678,8,SF-C,1200,10,Egress52,1000.0
877.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1980,9,SF-C,1350,12,Egress52,1000.0
878.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1564,7,SF-C,1050,9,Egress52,1000.0
879.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1894,9,SF-C,1350,12,Egress52,1000.0
880.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1581,7,SF-C,1050,9,Egress52,1000.0
881.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2146,10,SF-C,1500,13,Egress52,1000.0
882.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1859,9,SF-C,1350,12,Egress52,1000.0
883.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2303,11,SF-C,1650,14,Egress52,1000.0
884.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2020,10,SF-C,1500,13,Egress52,1000.0
885.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1775,8,SF-C,1200,10,Egress52,1000.0
886.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2207,11,SF-C,1650,14,Egress52,1000.0
887.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1951,9,SF-C,1350,12,Egress52,1000.0
888.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1932,9,SF-C,1350,12,Egress52,1000.0
889.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2288,11,SF-C,1650,14,Egress52,1000.0
890.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1681,8,SF-C,1200,10,Egress52,1000.0
891.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2270,11,SF-C,1650,14,Egress52,1000.0
892.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2329,11,SF-C,1650,14,Egress52,1000.0
893.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1939,9,SF-C,1350,12,Egress52,1000.0
894.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2007,10,SF-C,1500,13,Egress52,1000.0
895.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2268,11,SF-C,1650,14,Egress52,1000.0
896.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2077,10,SF-C,1500,13,Egress52,1000.0
897.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2051,10,SF-C,1500,13,Egress52,1000.0
898.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1649,8,SF-C,1200,10,Egress52,1000.0
899.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1901,9,SF-C,1350,12,Egress52,1000.0
900.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2329,11,SF-C,1650,14,Egress52,1000.0
901.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2045,10,SF-C,1500,13,Egress52,1000.0
902.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2304,11,SF-C,1650,14,Egress52,1000.0
903.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2226,11,SF-C,1650,14,Egress52,1000.0
904.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1891,9,SF-C,1350,12,Egress52,1000.0
905.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2152,10,SF-C,1500,13,Egress52,1000.0
906.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1674,8,SF-C,1200,10,Egress52,1000.0
907.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1710,8,SF-C,1200,10,Egress52,1000.0
908.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2149,10,SF-C,1500,13,Egress52,1000.0
909.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2307,11,SF-C,1650,14,Egress52,1000.0
910.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2009,10,SF-C,1500,13,Egress52,1000.0
911.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1581,7,SF-C,1050,9,Egress52,1000.0
912.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1811,9,SF-C,1350,12,Egress52,1000.0
913.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2148,10,SF-C,1500,13,Egress52,1000.0
914.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1649,8,SF-C,1200,10,Egress52,1000.0
915.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1609,8,SF-C,1200,10,Egress52,1000.0
916.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1612,8,SF-C,1200,10,Egress52,1000.0
917.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1938,9,SF-C,1350,12,Egress52,1000.0
918.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1701,8,SF-C,1200,10,Egress52,1000.0
919.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1737,8,SF-C,1200,10,Egress52,1000.0
920.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1990,9,SF-C,1350,12,Egress52,1000.0
921.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1961,9,SF-C,1350,12,Egress52,1000.0
922.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1668,8,SF-C,1200,10,Egress52,1000.0
923.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1975,9,SF-C,1350,12,Egress52,1000.0
924.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2041,10,SF-C,1500,13,Egress52,1000.0
925.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2230,11,SF-C,1650,14,Egress52,1000.0
926.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1860,9,SF-C,1350,12,Egress52,1000.0
927.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2197,10,SF-C,1500,13,Egress52,1000.0
928.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1677,8,SF-C,1200,10,Egress52,1000.0
929.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2321,11,SF-C,1650,14,Egress52,1000.0
930.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2194,10,SF-C,1500,13,Egress52,1000.0
931.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1740,8,SF-C,1200,10,Egress52,1000.0
932.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1736,8,SF-C,1200,10,Egress52,1000.0
933.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2319,11,SF-C,1650,14,Egress52,1000.0
934.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1594,7,SF-C,1050,9,Egress52,1000.0
935.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1659,8,SF-C,1200,10,Egress52,1000.0
936.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1859,9,SF-C,1350,12,Egress52,1000.0
937.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2196,10,SF-C,1500,13,Egress52,1000.0
938.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1867,9,SF-C,1350,12,Egress52,1000.0
939.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1929,9,SF-C,1350,12,Egress52,1000.0
940.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2077,10,SF-C,1500,13,Egress52,1000.0
941.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2124,10,SF-C,1500,13,Egress52,1000.0
942.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1818,9,SF-C,1350,12,Egress52,1000.0
943.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2162,10,SF-C,1500,13,Egress52,1000.0
944.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1626,8,SF-C,1200,10,Egress52,1000.0
945.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2121,10,SF-C,1500,13,Egress52,1000.0
946.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1690,8,SF-C,1200,10,Egress52,1000.0
947.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2139,10,SF-C,1500,13,Egress52,1000.0
948.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1798,8,SF-C,1200,10,Egress52,1000.0
949.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2126,10,SF-C,1500,13,Egress52,1000.0
950.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2091,10,SF-C,1500,13,Egress52,1000.0
951.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2173,10,SF-C,1500,13,Egress52,1000.0
952.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1836,9,SF-C,1350,12,Egress52,1000.0
953.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2137,10,SF-C,1500,13,Egress52,1000.0
954.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1940,9,SF-C,1350,12,Egress52,1000.0
955.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2248,11,SF-C,1650,14,Egress52,1000.0
956.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1814,9,SF-C,1350,12,Egress52,1000.0
957.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2031,10,SF-C,1500,13,Egress52,1000.0
958.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1866,9,SF-C,1350,12,Egress52,1000.0
959.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2106,10,SF-C,1500,13,Egress52,1000.0
960.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2128,10,SF-C,1500,13,Egress52,1000.0
961.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2267,11,SF-C,1650,14,Egress52,1000.0
962.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1877,9,SF-C,1350,12,Egress52,1000.0
963.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1984,9,SF-C,1350,12,Egress52,1000.0
964.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1610,8,SF-C,1200,10,Egress52,1000.0
965.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2039,10,SF-C,1500,13,Egress52,1000.0
966.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1608,8,SF-C,1200,10,Egress52,1000.0
967.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1916,9,SF-C,1350,12,Egress52,1000.0
968.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1567,7,SF-C,1050,9,Egress52,1000.0
969.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2316,11,SF-C,1650,14,Egress52,1000.0
970.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2285,11,SF-C,1650,14,Egress52,1000.0
971.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2268,11,SF-C,1650,14,Egress52,1000.0
972.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1886,9,SF-C,1350,12,Egress52,1000.0
973.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1616,8,SF-C,1200,10,Egress52,1000.0
974.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1921,9,SF-C,1350,12,Egress52,1000.0
975.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2298,11,SF-C,1650,14,Egress52,1000.0
976.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2219,11,SF-C,1650,14,Egress52,1000.0
977.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1691,8,SF-C,1200,10,Egress52,1000.0
978.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1695,8,SF-C,1200,10,Egress52,1000.0
979.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1740,8,SF-C,1200,10,Egress52,1000.0
980.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1967,9,SF-C,1350,12,Egress52,1000.0
981.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2312,11,SF-C,1650,14,Egress52,1000.0
982.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2154,10,SF-C,1500,13,Egress52,1000.0
983.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2074,10,SF-C,1500,13,Egress52,1000.0
984.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1997,9,SF-C,1350,12,Egress52,1000.0
985.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2063,10,SF-C,1500,13,Egress52,1000.0
986.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2024,10,SF-C,1500,13,Egress52,1000.0
987.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1797,8,SF-C,1200,10,Egress52,1000.0
988.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2026,10,SF-C,1500,13,Egress52,1000.0
989.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1595,7,SF-C,1050,9,Egress52,1000.0
