#======================================
Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 496, 1, 8680, 8680, 8680.116, 0.116, 110, 0, 8680.116, 8682.501, 2.385, 1100, 8682.501, 8682.666, 0.165, 165, 0, 8682.666, 8684.594, 1.928, 825, 8684.594, 8684.704, 0.11, 110, 0, 8684.704, 8686.851, 2.148, 1100, 8686.851, 8686.942, 0.091, 91, 0, 8686.942, 8692.679, 5.737, 2730, 8692.679, 8692.77, 0.091, 91, 0, 8692.77, 8692.77, 0, 0,    12.654,
 497, 1, 8690, 8690, 8690.106, 0.106, 100, 0, 8690.106, 8692.39, 2.284, 1000, 8692.39, 8692.54, 0.15, 150, 0, 8692.54, 8694.052, 1.513, 750, 8694.052, 8694.152, 0.1, 100, 0, 8694.152, 8696.417, 2.265, 1000, 8696.417, 8696.5, 0.083, 83, 0, 8696.5, 8701.694, 5.194, 2490, 8701.694, 8701.777, 0.083, 83, 0, 8701.777, 8701.777, 0, 0,    11.671,
 498, 1, 8700, 8700, 8700.106, 0.106, 100, 0, 8700.106, 8702.241, 2.135, 1000, 8702.241, 8702.391, 0.149, 150, 0, 8702.391, 8703.896, 1.506, 750, 8703.896, 8703.996, 0.1, 100, 0, 8703.996, 8706.208, 2.212, 1000, 8706.208, 8706.291, 0.083, 83, 0, 8706.291, 8711.438, 5.147, 2490, 8711.438, 8711.521, 0.083, 83, 0, 8711.521, 8711.521, 0, 0,    11.415,
 499, 1, 8710, 8710, 8710.106, 0.106, 100, 0, 8710.106, 8712.296, 2.19, 1000, 8712.296, 8712.446, 0.15, 150, 0, 8712.446, 8714, 1.554, 750, 8714, 8714.1, 0.1, 100, 0, 8714.1, 8716.435, 2.335, 1000, 8716.435, 8716.518, 0.083, 83, 0, 8716.518, 8721.207, 4.689, 2490, 8721.207, 8721.29, 0.083, 83, 0, 8721.29, 8721.29, 0, 0,    11.184,
 500, 1, 8720, 8720, 8720.116, 0.116, 110, 0, 8720.116, 8722.383, 2.267, 1100, 8722.383, 8722.548, 0.165, 165, 0, 8722.548, 8724.673, 2.126, 825, 8724.673, 8724.783, 0.11, 110, 0, 8724.783, 8726.997, 2.214, 1100, 8726.997, 8727.088, 0.091, 91, 0, 8727.088, 8733.361, 6.273, 2730, 8733.361, 8733.452, 0.091, 91, 0, 8733.452, 8733.452, 0, 0,    13.336,
 501, 1, 8730, 8730, 8730.106, 0.106, 100, 0, 8730.106, 8732.206, 2.1, 1000, 8732.206, 8732.355, 0.15, 150, 0, 8732.355, 8734.139, 1.783, 750, 8734.139, 8734.239, 0.1, 100, 0, 8734.239, 8736.335, 2.096, 1000, 8736.335, 8736.418, 0.083, 83, 0, 8736.418, 8741.991, 5.573, 2490, 8741.991, 8742.074, 0.083, 83, 0, 8742.074, 8742.074, 0, 0,    11.968,
 502, 1, 8740, 8740, 8740.116, 0.116, 110, 0, 8740.116, 8742.397, 2.281, 1100, 8742.397, 8742.561, 0.165, 165, 0, 8742.561, 8744.389, 1.828, 825, 8744.389, 8744.5, 0.11, 110, 0, 8744.5, 8747.015, 2.516, 1100, 8747.015, 8747.107, 0.091, 91, 0, 8747.107, 8752.78, 5.674, 2730, 8752.78, 8752.871, 0.091, 91, 0, 8752.871, 8752.871, 0, 0,    12.755,
 503, 1, 8750, 8750, 8750.116, 0.116, 110, 0, 8750.116, 8752.559, 2.443, 1100, 8752.559, 8752.723, 0.165, 165, 0, 8752.723, 8754.387, 1.663, 825, 8754.387, 8754.497, 0.11, 110, 0, 8754.497, 8756.97, 2.473, 1100, 8756.97, 8757.061, 0.091, 91, 0, 8757.061, 8762.847, 5.786, 2730, 8762.847, 8762.939, 0.091, 91, 0, 8762.939, 8762.939, 0, 0,    12.823,
 504, 1, 8760, 8760, 8760.106, 0.106, 100, 0, 8760.106, 8762.281, 2.175, 1000, 8762.281, 8762.431, 0.15, 150, 0, 8762.431, 8764.036, 1.605, 750, 8764.036, 8764.136, 0.1, 100, 0, 8764.136, 8766.7, 2.563, 1000, 8766.7, 8766.783, 0.083, 83, 0, 8766.783, 8772.662, 5.879, 2490, 8772.662, 8772.745, 0.083, 83, 0, 8772.745, 8772.745, 0, 0,    12.639,
 505, 1, 8770, 8770, 8770.116, 0.116, 110, 0, 8770.116, 8772.513, 2.397, 1100, 8772.513, 8772.678, 0.165, 165, 0, 8772.678, 8774.273, 1.595, 825, 8774.273, 8774.383, 0.11, 110, 0, 8774.383, 8776.891, 2.508, 1100, 8776.891, 8776.982, 0.091, 91, 0, 8776.982, 8783.12, 6.138, 2730, 8783.12, 8783.211, 0.091, 91, 0, 8783.211, 8783.211, 0, 0,    13.096,
 506, 1, 8780, 8780, 8780.106, 0.106, 100, 0, 8780.106, 8782.119, 2.013, 1000, 8782.119, 8782.269, 0.15, 150, 0, 8782.269, 8783.797, 1.527, 750, 8783.797, 8783.897, 0.1, 100, 0, 8783.897, 8786.372, 2.475, 1000, 8786.372, 8786.455, 0.083, 83, 0, 8786.455, 8791.187, 4.732, 2490, 8791.187, 8791.27, 0.083, 83, 0, 8791.27, 8791.27, 0, 0,    11.164,
 507, 1, 8790, 8790, 8790.106, 0.106, 100, 0, 8790.106, 8792.175, 2.069, 1000, 8792.175, 8792.325, 0.15, 150, 0, 8792.325, 8793.857, 1.532, 750, 8793.857, 8793.957, 0.1, 100, 0, 8793.957, 8796.161, 2.204, 1000, 8796.161, 8796.244, 0.083, 83, 0, 8796.244, 8802.291, 6.046, 2490, 8802.291, 8802.374, 0.083, 83, 0, 8802.374, 8802.374, 0, 0,    12.268,
 508, 1, 8800, 8800, 8800.106, 0.106, 100, 0, 8800.106, 8802.371, 2.265, 1000, 8802.371, 8802.521, 0.15, 150, 0, 8802.521, 8804.332, 1.811, 750, 8804.332, 8804.432, 0.1, 100, 0, 8804.432, 8806.767, 2.334, 1000, 8806.767, 8806.85, 0.083, 83, 0, 8806.85, 8811.752, 4.902, 2490, 8811.752, 8811.835, 0.083, 83, 0, 8811.835, 8811.835, 0, 0,    11.729,
 509, 1, 8810, 8810, 8810.116, 0.116, 110, 0, 8810.116, 8812.408, 2.292, 1100, 8812.408, 8812.573, 0.165, 165, 0, 8812.573, 8814.401, 1.829, 825, 8814.401, 8814.511, 0.11, 110, 0, 8814.511, 8816.936, 2.425, 1100, 8816.936, 8817.027, 0.091, 91, 0, 8817.027, 8822.561, 5.533, 2730, 8822.561, 8822.652, 0.091, 91, 0, 8822.652, 8822.652, 0, 0,    12.536,
 510, 1, 8820, 8820, 8820.116, 0.116, 110, 0, 8820.116, 8822.38, 2.264, 1100, 8822.38, 8822.545, 0.165, 165, 0, 8822.545, 8824.227, 1.682, 825, 8824.227, 8824.338, 0.11, 110, 0, 8824.338, 8826.548, 2.211, 1100, 8826.548, 8826.64, 0.091, 91, 0, 8826.64, 8832.039, 5.399, 2730, 8832.039, 8832.13, 0.091, 91, 0, 8832.13, 8832.13, 0, 0,    12.014,
 511, 1, 8830, 8830, 8830.106, 0.106, 100, 0, 8830.106, 8832.223, 2.117, 1000, 8832.223, 8832.373, 0.15, 150, 0, 8832.373, 8834.048, 1.676, 750, 8834.048, 8834.148, 0.1, 100, 0, 8834.148, 8836.324, 2.175, 1000, 8836.324, 8836.407, 0.083, 83, 0, 8836.407, 8841.196, 4.79, 2490, 8841.196, 8841.279, 0.083, 83, 0, 8841.279, 8841.279, 0, 0,    11.174,
 512, 1, 8840, 8840, 8840.116, 0.116, 110, 0, 8840.116, 8842.596, 2.48, 1100, 8842.596, 8842.762, 0.165, 165, 0, 8842.762, 8844.438, 1.676, 825, 8844.438, 8844.548, 0.11, 110, 0, 8844.548, 8847.024, 2.476, 1100, 8847.024, 8847.115, 0.091, 91, 0, 8847.115, 8853.044, 5.929, 2730, 8853.044, 8853.135, 0.091, 91, 0, 8853.135, 8853.135, 0, 0,    13.019,
 513, 1, 8850, 8850, 8850.106, 0.106, 100, 0, 8850.106, 8852.267, 2.161, 1000, 8852.267, 8852.418, 0.15, 150, 0, 8852.418, 8853.982, 1.565, 750, 8853.982, 8854.082, 0.1, 100, 0, 8854.082, 8856.102, 2.02, 1000, 8856.102, 8856.185, 0.083, 83, 0, 8856.185, 8860.782, 4.597, 2490, 8860.782, 8860.865, 0.083, 83, 0, 8860.865, 8860.865, 0, 0,    10.759,
 514, 1, 8860, 8860, 8860.106, 0.106, 100, 0, 8860.106, 8862.198, 2.092, 1000, 8862.198, 8862.348, 0.15, 150, 0, 8862.348, 8863.738, 1.39, 750, 8863.738, 8863.838, 0.1, 100, 0, 8863.838, 8865.883, 2.046, 1000, 8865.883, 8865.967, 0.083, 83, 0, 8865.967, 8871.468, 5.502, 2490, 8871.468, 8871.552, 0.083, 83, 0, 8871.552, 8871.552, 0, 0,    11.446,
 515, 1, 8870, 8870, 8870.106, 0.106, 100, 0, 8870.106, 8872.129, 2.023, 1000, 8872.129, 8872.279, 0.15, 150, 0, 8872.279, 8873.941, 1.662, 750, 8873.941, 8874.041, 0.1, 100, 0, 8874.041, 8876.206, 2.164, 1000, 8876.206, 8876.289, 0.083, 83, 0, 8876.289, 8881.972, 5.684, 2490, 8881.972, 8882.055, 0.083, 83, 0, 8882.055, 8882.055, 0, 0,    11.950,
 516, 1, 8880, 8880, 8880.116, 0.116, 110, 0, 8880.116, 8882.323, 2.207, 1100, 8882.323, 8882.487, 0.165, 165, 0, 8882.487, 8884.254, 1.767, 825, 8884.254, 8884.365, 0.11, 110, 0, 8884.365, 8886.48, 2.115, 1100, 8886.48, 8886.571, 0.091, 91, 0, 8886.571, 8893.097, 6.527, 2730, 8893.097, 8893.189, 0.091, 91, 0, 8893.189, 8893.189, 0, 0,    13.073,
 517, 1, 8890, 8890, 8890.116, 0.116, 110, 0, 8890.116, 8892.197, 2.081, 1100, 8892.197, 8892.362, 0.165, 165, 0, 8892.362, 8894.177, 1.814, 825, 8894.177, 8894.287, 0.11, 110, 0, 8894.287, 8896.537, 2.25, 1100, 8896.537, 8896.628, 0.091, 91, 0, 8896.628, 8903.391, 6.763, 2730, 8903.391, 8903.488, 0.096, 91, 0, 8903.488, 8903.488, 0, 0,    13.372,
 518, 1, 8900, 8900, 8900.116, 0.116, 110, 0, 8900.116, 8902.178, 2.062, 1100, 8902.178, 8902.344, 0.165, 165, 0, 8902.344, 8904.123, 1.78, 825, 8904.123, 8904.233, 0.11, 110, 0, 8904.233, 8906.487, 2.254, 1100, 8906.487, 8906.578, 0.091, 91, 0, 8906.578, 8912.426, 5.848, 2730, 8912.426, 8912.518, 0.091, 91, 0, 8912.518, 8912.518, 0, 0,    12.402,
 519, 1, 8910, 8910, 8910.106, 0.106, 100, 0, 8910.106, 8912.03, 1.924, 1000, 8912.03, 8912.18, 0.15, 150, 0, 8912.18, 8913.814, 1.635, 750, 8913.814, 8913.914, 0.1, 100, 0, 8913.914, 8916.245, 2.33, 1000, 8916.245, 8916.328, 0.083, 83, 0, 8916.328, 8922.69, 6.362, 2490, 8922.69, 8922.773, 0.083, 83, 0, 8922.773, 8922.773, 0, 0,    12.667,
 520, 1, 8920, 8920, 8920.116, 0.116, 110, 0, 8920.116, 8922.577, 2.46, 1100, 8922.577, 8922.741, 0.165, 165, 0, 8922.741, 8924.445, 1.704, 825, 8924.445, 8924.555, 0.11, 110, 0, 8924.555, 8927.018, 2.463, 1100, 8927.018, 8927.109, 0.091, 91, 0, 8927.109, 8933.579, 6.469, 2730, 8933.579, 8933.67, 0.091, 91, 0, 8933.67, 8933.67, 0, 0,    13.554,
 521, 1, 8930, 8930, 8930.106, 0.106, 100, 0, 8930.106, 8932.05, 1.944, 1000, 8932.05, 8932.2, 0.15, 150, 0, 8932.2, 8933.779, 1.58, 750, 8933.779, 8933.879, 0.1, 100, 0, 8933.879, 8935.954, 2.075, 1000, 8935.954, 8936.037, 0.083, 83, 0, 8936.037, 8940.815, 4.778, 2490, 8940.815, 8940.898, 0.083, 83, 0, 8940.898, 8940.898, 0, 0,    10.792,
 522, 1, 8940, 8940, 8940.116, 0.116, 110, 0, 8940.116, 8942.656, 2.54, 1100, 8942.656, 8942.828, 0.173, 165, 0, 8942.828, 8944.597, 1.769, 825, 8944.597, 8944.707, 0.11, 110, 0, 8944.707, 8946.813, 2.106, 1100, 8946.813, 8946.904, 0.091, 91, 0, 8946.904, 8952.762, 5.858, 2730, 8952.762, 8952.853, 0.091, 91, 0, 8952.853, 8952.853, 0, 0,    12.737,
 523, 1, 8950, 8950, 8950.106, 0.106, 100, 0, 8950.106, 8951.928, 1.822, 1000, 8951.928, 8952.078, 0.15, 150, 0, 8952.078, 8953.761, 1.683, 750, 8953.761, 8953.861, 0.1, 100, 0, 8953.861, 8955.905, 2.043, 1000, 8955.905, 8955.988, 0.083, 83, 0, 8955.988, 8961.968, 5.98, 2490, 8961.968, 8962.051, 0.083, 83, 0, 8962.051, 8962.051, 0, 0,    11.945,
 524, 1, 8960, 8960, 8960.106, 0.106, 100, 0, 8960.106, 8962.097, 1.991, 1000, 8962.097, 8962.247, 0.15, 150, 0, 8962.247, 8963.827, 1.58, 750, 8963.827, 8963.927, 0.1, 100, 0, 8963.927, 8966.206, 2.279, 1000, 8966.206, 8966.289, 0.083, 83, 0, 8966.289, 8970.771, 4.482, 2490, 8970.771, 8970.855, 0.083, 83, 0, 8970.855, 8970.855, 0, 0,    10.749,
 525, 1, 8970, 8970, 8970.116, 0.116, 110, 0, 8970.116, 8972.368, 2.252, 1100, 8972.368, 8972.533, 0.165, 165, 0, 8972.533, 8974.51, 1.977, 825, 8974.51, 8974.62, 0.11, 110, 0, 8974.62, 8976.925, 2.305, 1100, 8976.925, 8977.016, 0.091, 91, 0, 8977.016, 8982.896, 5.88, 2730, 8982.896, 8982.987, 0.091, 91, 0, 8982.987, 8982.987, 0, 0,    12.871,
 526, 1, 8980, 8980, 8980.116, 0.116, 110, 0, 8980.116, 8982.627, 2.511, 1100, 8982.627, 8982.793, 0.165, 165, 0, 8982.793, 8984.791, 1.999, 825, 8984.791, 8984.901, 0.11, 110, 0, 8984.901, 8987.718, 2.817, 1100, 8987.718, 8987.809, 0.091, 91, 0, 8987.809, 8992.992, 5.183, 2730, 8992.992, 8993.083, 0.091, 91, 0, 8993.083, 8993.083, 0, 0,    12.967,
 527, 1, 8990, 8990, 8990.116, 0.116, 110, 0, 8990.116, 8992.324, 2.209, 1100, 8992.324, 8992.49, 0.165, 165, 0, 8992.49, 8994.329, 1.839, 825, 8994.329, 8994.439, 0.11, 110, 0, 8994.439, 8996.699, 2.261, 1100, 8996.699, 8996.79, 0.091, 91, 0, 8996.79, 9002.608, 5.818, 2730, 9002.608, 9002.698, 0.091, 91, 0, 9002.698, 9002.698, 0, 0,    12.583,
 528, 1, 9000, 9000, 9000.106, 0.106, 100, 0, 9000.106, 9002.281, 2.175, 1000, 9002.281, 9002.431, 0.15, 150, 0, 9002.431, 9004.083, 1.651, 750, 9004.083, 9004.183, 0.1, 100, 0, 9004.183, 9006.454, 2.271, 1000, 9006.454, 9006.537, 0.083, 83, 0, 9006.537, 9012.879, 6.342, 2490, 9012.879, 9012.962, 0.083, 83, 0, 9012.962, 9012.962, 0, 0,    12.856,
 529, 1, 9010, 9010, 9010.116, 0.116, 110, 0, 9010.116, 9012.782, 2.666, 1100, 9012.782, 9012.947, 0.165, 165, 0, 9012.947, 9014.718, 1.772, 825, 9014.718, 9014.829, 0.11, 110, 0, 9014.829, 9017.155, 2.326, 1100, 9017.155, 9017.246, 0.091, 91, 0, 9017.246, 9023.06, 5.814, 2730, 9023.06, 9023.151, 0.091, 91, 0, 9023.151, 9023.151, 0, 0,    13.035,
 530, 1, 9020, 9020, 9020.106, 0.106, 100, 0, 9020.106, 9022.8, 2.694, 1000, 9022.8, 9022.95, 0.15, 150, 0, 9022.95, 9024.624, 1.674, 750, 9024.624, 9024.724, 0.1, 100, 0, 9024.724, 9026.458, 1.734, 1000, 9026.458, 9026.541, 0.083, 83, 0, 9026.541, 9031.44, 4.9, 2490, 9031.44, 9031.523, 0.083, 83, 0, 9031.523, 9031.523, 0, 0,    11.417,
 531, 1, 9030, 9030, 9030.106, 0.106, 100, 0, 9030.106, 9032.415, 2.309, 1000, 9032.415, 9032.565, 0.15, 150, 0, 9032.565, 9034.301, 1.736, 750, 9034.301, 9034.401, 0.1, 100, 0, 9034.401, 9036.467, 2.066, 1000, 9036.467, 9036.55, 0.083, 83, 0, 9036.55, 9041.772, 5.222, 2490, 9041.772, 9041.855, 0.083, 83, 0, 9041.855, 9041.855, 0, 0,    11.749,
 532, 1, 9040, 9040, 9040.106, 0.106, 100, 0, 9040.106, 9042.194, 2.088, 1000, 9042.194, 9042.344, 0.15, 150, 0, 9042.344, 9043.862, 1.518, 750, 9043.862, 9043.962, 0.1, 100, 0, 9043.962, 9046.37, 2.408, 1000, 9046.37, 9046.453, 0.083, 83, 0, 9046.453, 9050.993, 4.54, 2490, 9050.993, 9051.076, 0.083, 83, 0, 9051.076, 9051.076, 0, 0,    10.970,
 533, 1, 9050, 9050, 9050.106, 0.106, 100, 0, 9050.106, 9052.415, 2.309, 1000, 9052.415, 9052.566, 0.15, 150, 0, 9052.566, 9053.996, 1.431, 750, 9053.996, 9054.096, 0.1, 100, 0, 9054.096, 9056.064, 1.968, 1000, 9056.064, 9056.147, 0.083, 83, 0, 9056.147, 9061.022, 4.875, 2490, 9061.022, 9061.105, 0.083, 83, 0, 9061.105, 9061.105, 0, 0,    10.999,
 534, 1, 9060, 9060, 9060.106, 0.106, 100, 0, 9060.106, 9062.06, 1.955, 1000, 9062.06, 9062.21, 0.15, 150, 0, 9062.21, 9063.944, 1.733, 750, 9063.944, 9064.044, 0.1, 100, 0, 9064.044, 9066.135, 2.091, 1000, 9066.135, 9066.218, 0.083, 83, 0, 9066.218, 9070.852, 4.633, 2490, 9070.852, 9070.935, 0.083, 83, 0, 9070.935, 9070.935, 0, 0,    10.829,
 535, 1, 9070, 9070, 9070.116, 0.116, 110, 0, 9070.116, 9072.411, 2.295, 1100, 9072.411, 9072.576, 0.165, 165, 0, 9072.576, 9074.327, 1.751, 825, 9074.327, 9074.437, 0.11, 110, 0, 9074.437, 9076.464, 2.026, 1100, 9076.464, 9076.555, 0.091, 91, 0, 9076.555, 9082.381, 5.827, 2730, 9082.381, 9082.473, 0.091, 91, 0, 9082.473, 9082.473, 0, 0,    12.357,
 536, 1, 9080, 9080, 9080.106, 0.106, 100, 0, 9080.106, 9082.381, 2.276, 1000, 9082.381, 9082.532, 0.15, 150, 0, 9082.532, 9084.131, 1.599, 750, 9084.131, 9084.231, 0.1, 100, 0, 9084.231, 9086.488, 2.257, 1000, 9086.488, 9086.571, 0.083, 83, 0, 9086.571, 9091.82, 5.249, 2490, 9091.82, 9091.903, 0.083, 83, 0, 9091.903, 9091.903, 0, 0,    11.797,
 537, 1, 9090, 9090, 9090.106, 0.106, 100, 0, 9090.106, 9092.423, 2.317, 1000, 9092.423, 9092.573, 0.151, 150, 0, 9092.573, 9094.116, 1.543, 750, 9094.116, 9094.217, 0.1, 100, 0, 9094.217, 9096.414, 2.197, 1000, 9096.414, 9096.497, 0.083, 83, 0, 9096.497, 9101.037, 4.54, 2490, 9101.037, 9101.12, 0.083, 83, 0, 9101.12, 9101.12, 0, 0,    11.014,
 538, 1, 9100, 9100, 9100.106, 0.106, 100, 0, 9100.106, 9102.217, 2.111, 1000, 9102.217, 9102.367, 0.15, 150, 0, 9102.367, 9103.999, 1.632, 750, 9103.999, 9104.099, 0.1, 100, 0, 9104.099, 9106.093, 1.994, 1000, 9106.093, 9106.176, 0.083, 83, 0, 9106.176, 9111.745, 5.569, 2490, 9111.745, 9111.828, 0.083, 83, 0, 9111.828, 9111.828, 0, 0,    11.722,
 539, 1, 9110, 9110, 9110.106, 0.106, 100, 0, 9110.106, 9112.357, 2.251, 1000, 9112.357, 9112.507, 0.15, 150, 0, 9112.507, 9114.382, 1.875, 750, 9114.382, 9114.482, 0.1, 100, 0, 9114.482, 9116.584, 2.102, 1000, 9116.584, 9116.667, 0.083, 83, 0, 9116.667, 9121.824, 5.157, 2490, 9121.824, 9121.907, 0.083, 83, 0, 9121.907, 9121.907, 0, 0,    11.801,
 540, 1, 9120, 9120, 9120.116, 0.116, 110, 0, 9120.116, 9122.443, 2.327, 1100, 9122.443, 9122.608, 0.165, 165, 0, 9122.608, 9124.452, 1.843, 825, 9124.452, 9124.562, 0.11, 110, 0, 9124.562, 9126.797, 2.235, 1100, 9126.797, 9126.888, 0.091, 91, 0, 9126.888, 9132.952, 6.064, 2730, 9132.952, 9133.043, 0.091, 91, 0, 9133.043, 9133.043, 0, 0,    12.927,
 541, 1, 9130, 9130, 9130.106, 0.106, 100, 0, 9130.106, 9132.389, 2.283, 1000, 9132.389, 9132.549, 0.16, 150, 0, 9132.549, 9134.147, 1.598, 750, 9134.147, 9134.247, 0.1, 100, 0, 9134.247, 9136.683, 2.436, 1000, 9136.683, 9136.766, 0.083, 83, 0, 9136.766, 9142.768, 6.002, 2490, 9142.768, 9142.851, 0.083, 83, 0, 9142.851, 9142.851, 0, 0,    12.745,
 542, 1, 9140, 9140, 9140.106, 0.106, 100, 0, 9140.106, 9142.416, 2.31, 1000, 9142.416, 9142.566, 0.15, 150, 0, 9142.566, 9144.148, 1.582, 750, 9144.148, 9144.248, 0.1, 100, 0, 9144.248, 9146.439, 2.19, 1000, 9146.439, 9146.522, 0.083, 83, 0, 9146.522, 9151.194, 4.673, 2490, 9151.194, 9151.277, 0.083, 83, 0, 9151.277, 9151.277, 0, 0,    11.172,
 543, 1, 9150, 9150, 9150.106, 0.106, 100, 0, 9150.106, 9152.263, 2.157, 1000, 9152.263, 9152.413, 0.15, 150, 0, 9152.413, 9153.978, 1.565, 750, 9153.978, 9154.078, 0.1, 100, 0, 9154.078, 9156.166, 2.088, 1000, 9156.166, 9156.249, 0.083, 83, 0, 9156.249, 9161.786, 5.537, 2490, 9161.786, 9161.869, 0.083, 83, 0, 9161.869, 9161.869, 0, 0,    11.763,
 544, 1, 9160, 9160, 9160.116, 0.116, 110, 0, 9160.116, 9162.532, 2.417, 1100, 9162.532, 9162.697, 0.165, 165, 0, 9162.697, 9164.548, 1.851, 825, 9164.548, 9164.658, 0.11, 110, 0, 9164.658, 9167.619, 2.961, 1100, 9167.619, 9167.71, 0.091, 91, 0, 9167.71, 9173.33, 5.62, 2730, 9173.33, 9173.422, 0.091, 91, 0, 9173.422, 9173.422, 0, 0,    13.306,
 545, 1, 9170, 9170, 9170.106, 0.106, 100, 0, 9170.106, 9172.379, 2.273, 1000, 9172.379, 9172.529, 0.15, 150, 0, 9172.529, 9174.231, 1.701, 750, 9174.231, 9174.331, 0.1, 100, 0, 9174.331, 9176.597, 2.267, 1000, 9176.597, 9176.681, 0.083, 83, 0, 9176.681, 9182.494, 5.813, 2490, 9182.494, 9182.577, 0.083, 83, 0, 9182.577, 9182.577, 0, 0,    12.471,
 546, 1, 9180, 9180, 9180.106, 0.106, 100, 0, 9180.106, 9182.177, 2.071, 1000, 9182.177, 9182.327, 0.15, 150, 0, 9182.327, 9184.07, 1.743, 750, 9184.07, 9184.17, 0.1, 100, 0, 9184.17, 9186.207, 2.037, 1000, 9186.207, 9186.29, 0.083, 83, 0, 9186.29, 9191.331, 5.041, 2490, 9191.331, 9191.414, 0.083, 83, 0, 9191.414, 9191.414, 0, 0,    11.308,
 547, 1, 9190, 9190, 9190.106, 0.106, 100, 0, 9190.106, 9192.23, 2.124, 1000, 9192.23, 9192.38, 0.15, 150, 0, 9192.38, 9194.13, 1.751, 750, 9194.13, 9194.23, 0.1, 100, 0, 9194.23, 9196.344, 2.113, 1000, 9196.344, 9196.426, 0.083, 83, 0, 9196.426, 9201.62, 5.193, 2490, 9201.62, 9201.703, 0.083, 83, 0, 9201.703, 9201.703, 0, 0,    11.597,
 548, 1, 9200, 9200, 9200.116, 0.116, 110, 0, 9200.116, 9202.551, 2.436, 1100, 9202.551, 9202.717, 0.165, 165, 0, 9202.717, 9204.527, 1.81, 825, 9204.527, 9204.637, 0.11, 110, 0, 9204.637, 9207.199, 2.562, 1100, 9207.199, 9207.291, 0.091, 91, 0, 9207.291, 9212.589, 5.298, 2730, 9212.589, 9212.68, 0.091, 91, 0, 9212.68, 9212.68, 0, 0,    12.564,
 549, 1, 9210, 9210, 9210.106, 0.106, 100, 0, 9210.106, 9212.217, 2.111, 1000, 9212.217, 9212.368, 0.151, 150, 0, 9212.368, 9214.129, 1.762, 750, 9214.129, 9214.229, 0.1, 100, 0, 9214.229, 9216.377, 2.148, 1000, 9216.377, 9216.46, 0.083, 83, 0, 9216.46, 9221.337, 4.877, 2490, 9221.337, 9221.42, 0.083, 83, 0, 9221.42, 9221.42, 0, 0,    11.314,
 550, 1, 9220, 9220, 9220.116, 0.116, 110, 0, 9220.116, 9222.462, 2.346, 1100, 9222.462, 9222.632, 0.17, 165, 0, 9222.632, 9224.454, 1.823, 825, 9224.454, 9224.565, 0.11, 110, 0, 9224.565, 9227.254, 2.689, 1100, 9227.254, 9227.345, 0.091, 91, 0, 9227.345, 9232.463, 5.119, 2730, 9232.463, 9232.555, 0.091, 91, 0, 9232.555, 9232.555, 0, 0,    12.439,
 551, 1, 9230, 9230, 9230.106, 0.106, 100, 0, 9230.106, 9231.982, 1.876, 1000, 9231.982, 9232.133, 0.15, 150, 0, 9232.133, 9233.739, 1.606, 750, 9233.739, 9233.839, 0.1, 100, 0, 9233.839, 9235.741, 1.902, 1000, 9235.741, 9235.824, 0.083, 83, 0, 9235.824, 9240.902, 5.078, 2490, 9240.902, 9240.985, 0.083, 83, 0, 9240.985, 9240.985, 0, 0,    10.879,
 552, 1, 9240, 9240, 9240.116, 0.116, 110, 0, 9240.116, 9242.572, 2.456, 1100, 9242.572, 9242.737, 0.165, 165, 0, 9242.737, 9244.527, 1.79, 825, 9244.527, 9244.637, 0.11, 110, 0, 9244.637, 9246.917, 2.28, 1100, 9246.917, 9247.008, 0.091, 91, 0, 9247.008, 9251.936, 4.929, 2730, 9251.936, 9252.027, 0.091, 91, 0, 9252.027, 9252.027, 0, 0,    11.912,
 553, 1, 9250, 9250, 9250.116, 0.116, 110, 0, 9250.116, 9252.207, 2.091, 1100, 9252.207, 9252.373, 0.165, 165, 0, 9252.373, 9254.196, 1.823, 825, 9254.196, 9254.306, 0.11, 110, 0, 9254.306, 9256.935, 2.629, 1100, 9256.935, 9257.026, 0.091, 91, 0, 9257.026, 9262.93, 5.904, 2730, 9262.93, 9263.021, 0.091, 91, 0, 9263.021, 9263.021, 0, 0,    12.905,
