#======================================
Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 772, 0, 7750, 7750, 7750.126, 0.126, 120, 0, 7750.126, 7752.644, 2.518, 1200, 7752.644, 7752.824, 0.18, 180, 0, 7752.824, 7754.62, 1.796, 900, 7754.62, 7754.74, 0.12, 120, 0, 7754.74, 7762.608, 7.868, 3600, 7762.608, 7762.728, 0.12, 120, 0, 7762.728, 7762.728, 0, 0,    12.602,
 773, 0, 7760, 7760, 7760.126, 0.126, 120, 0, 7760.126, 7762.644, 2.518, 1200, 7762.644, 7762.824, 0.18, 180, 0, 7762.824, 7764.813, 1.989, 900, 7764.813, 7764.933, 0.12, 120, 0, 7764.933, 7772.703, 7.77, 3600, 7772.703, 7772.823, 0.12, 120, 0, 7772.823, 7772.823, 0, 0,    12.697,
 774, 0, 7770, 7770, 7770.116, 0.116, 110, 0, 7770.116, 7772.431, 2.315, 1100, 7772.431, 7772.596, 0.165, 165, 0, 7772.596, 7774.379, 1.783, 825, 7774.379, 7774.489, 0.11, 110, 0, 7774.489, 7782.046, 7.557, 3300, 7782.046, 7782.156, 0.11, 110, 0, 7782.156, 7782.156, 0, 0,    12.041,
 775, 0, 7780, 7780, 7780.126, 0.126, 120, 0, 7780.126, 7782.711, 2.586, 1200, 7782.711, 7782.901, 0.19, 180, 0, 7782.901, 7784.854, 1.953, 900, 7784.854, 7784.975, 0.12, 120, 0, 7784.975, 7792.488, 7.513, 3600, 7792.488, 7792.608, 0.12, 120, 0, 7792.608, 7792.608, 0, 0,    12.482,
 776, 0, 7790, 7790, 7790.116, 0.116, 110, 0, 7790.116, 7792.628, 2.512, 1100, 7792.628, 7792.793, 0.165, 165, 0, 7792.793, 7794.577, 1.784, 825, 7794.577, 7794.687, 0.11, 110, 0, 7794.687, 7801.243, 6.556, 3300, 7801.243, 7801.352, 0.11, 110, 0, 7801.352, 7801.352, 0, 0,    11.236,
 777, 0, 7800, 7800, 7800.126, 0.126, 120, 0, 7800.126, 7802.553, 2.427, 1200, 7802.553, 7802.732, 0.18, 180, 0, 7802.732, 7804.62, 1.887, 900, 7804.62, 7804.74, 0.12, 120, 0, 7804.74, 7811.844, 7.104, 3600, 7811.844, 7811.964, 0.12, 120, 0, 7811.964, 7811.964, 0, 0,    11.838,
 778, 0, 7810, 7810, 7810.126, 0.126, 120, 0, 7810.126, 7812.73, 2.604, 1200, 7812.73, 7812.911, 0.18, 180, 0, 7812.911, 7814.919, 2.009, 900, 7814.919, 7815.039, 0.12, 120, 0, 7815.039, 7823.089, 8.05, 3600, 7823.089, 7823.21, 0.12, 120, 0, 7823.21, 7823.21, 0, 0,    13.084,
 779, 0, 7820, 7820, 7820.126, 0.126, 120, 0, 7820.126, 7822.627, 2.501, 1200, 7822.627, 7822.808, 0.18, 180, 0, 7822.808, 7824.606, 1.798, 900, 7824.606, 7824.726, 0.12, 120, 0, 7824.726, 7832.517, 7.791, 3600, 7832.517, 7832.637, 0.12, 120, 0, 7832.637, 7832.637, 0, 0,    12.511,
 780, 0, 7830, 7830, 7830.126, 0.126, 120, 0, 7830.126, 7832.762, 2.636, 1200, 7832.762, 7832.942, 0.18, 180, 0, 7832.942, 7834.684, 1.742, 900, 7834.684, 7834.805, 0.12, 120, 0, 7834.805, 7842.697, 7.893, 3600, 7842.697, 7842.817, 0.12, 120, 0, 7842.817, 7842.817, 0, 0,    12.691,
 781, 0, 7840, 7840, 7840.126, 0.126, 120, 0, 7840.126, 7842.613, 2.487, 1200, 7842.613, 7842.793, 0.18, 180, 0, 7842.793, 7844.839, 2.046, 900, 7844.839, 7844.959, 0.12, 120, 0, 7844.959, 7853.016, 8.057, 3600, 7853.016, 7853.136, 0.12, 120, 0, 7853.136, 7853.136, 0, 0,    13.010,
 782, 0, 7850, 7850, 7850.126, 0.126, 120, 0, 7850.126, 7852.513, 2.388, 1200, 7852.513, 7852.693, 0.18, 180, 0, 7852.693, 7854.421, 1.728, 900, 7854.421, 7854.541, 0.12, 120, 0, 7854.541, 7862.102, 7.561, 3600, 7862.102, 7862.222, 0.12, 120, 0, 7862.222, 7862.222, 0, 0,    12.096,
 783, 0, 7860, 7860, 7860.126, 0.126, 120, 0, 7860.126, 7862.49, 2.364, 1200, 7862.49, 7862.67, 0.18, 180, 0, 7862.67, 7864.474, 1.803, 900, 7864.474, 7864.594, 0.12, 120, 0, 7864.594, 7873.099, 8.505, 3600, 7873.099, 7873.219, 0.12, 120, 0, 7873.219, 7873.219, 0, 0,    13.093,
 784, 0, 7870, 7870, 7870.116, 0.116, 110, 0, 7870.116, 7872.723, 2.607, 1100, 7872.723, 7872.888, 0.165, 165, 0, 7872.888, 7874.797, 1.909, 825, 7874.797, 7874.907, 0.11, 110, 0, 7874.907, 7881.369, 6.461, 3300, 7881.369, 7881.479, 0.11, 110, 0, 7881.479, 7881.479, 0, 0,    11.363,
 785, 0, 7880, 7880, 7880.126, 0.126, 120, 0, 7880.126, 7882.844, 2.718, 1200, 7882.844, 7883.024, 0.18, 180, 0, 7883.024, 7885.158, 2.134, 900, 7885.158, 7885.278, 0.12, 120, 0, 7885.278, 7893.587, 8.309, 3600, 7893.587, 7893.708, 0.12, 120, 0, 7893.708, 7893.708, 0, 0,    13.582,
 786, 0, 7890, 7890, 7890.126, 0.126, 120, 0, 7890.126, 7893.06, 2.934, 1200, 7893.06, 7893.24, 0.18, 180, 0, 7893.24, 7895.157, 1.917, 900, 7895.157, 7895.278, 0.12, 120, 0, 7895.278, 7902.878, 7.6, 3600, 7902.878, 7902.998, 0.12, 120, 0, 7902.998, 7902.998, 0, 0,    12.872,
 787, 0, 7900, 7900, 7900.116, 0.116, 110, 0, 7900.116, 7902.312, 2.196, 1100, 7902.312, 7902.477, 0.165, 165, 0, 7902.477, 7904.09, 1.613, 825, 7904.09, 7904.2, 0.11, 110, 0, 7904.2, 7911.848, 7.648, 3300, 7911.848, 7911.958, 0.11, 110, 0, 7911.958, 7911.958, 0, 0,    11.842,
 788, 0, 7910, 7910, 7910.126, 0.126, 120, 0, 7910.126, 7912.537, 2.411, 1200, 7912.537, 7912.717, 0.18, 180, 0, 7912.717, 7914.903, 2.186, 900, 7914.903, 7915.023, 0.12, 120, 0, 7915.023, 7921.689, 6.665, 3600, 7921.689, 7921.809, 0.12, 120, 0, 7921.809, 7921.809, 0, 0,    11.682,
 789, 0, 7920, 7920, 7920.116, 0.116, 110, 0, 7920.116, 7922.407, 2.291, 1100, 7922.407, 7922.573, 0.165, 165, 0, 7922.573, 7924.233, 1.66, 825, 7924.233, 7924.343, 0.11, 110, 0, 7924.343, 7931.821, 7.479, 3300, 7931.821, 7931.932, 0.11, 110, 0, 7931.932, 7931.932, 0, 0,    11.815,
 790, 0, 7930, 7930, 7930.116, 0.116, 110, 0, 7930.116, 7932.609, 2.493, 1100, 7932.609, 7932.774, 0.165, 165, 0, 7932.774, 7934.675, 1.901, 825, 7934.675, 7934.785, 0.11, 110, 0, 7934.785, 7940.959, 6.174, 3300, 7940.959, 7941.069, 0.11, 110, 0, 7941.069, 7941.069, 0, 0,    10.953,
 791, 0, 7940, 7940, 7940.126, 0.126, 120, 0, 7940.126, 7942.592, 2.466, 1200, 7942.592, 7942.772, 0.18, 180, 0, 7942.772, 7944.62, 1.848, 900, 7944.62, 7944.74, 0.12, 120, 0, 7944.74, 7951.248, 6.508, 3600, 7951.248, 7951.368, 0.12, 120, 0, 7951.368, 7951.368, 0, 0,    11.242,
 792, 0, 7950, 7950, 7950.126, 0.126, 120, 0, 7950.126, 7952.656, 2.531, 1200, 7952.656, 7952.837, 0.18, 180, 0, 7952.837, 7954.87, 2.033, 900, 7954.87, 7954.99, 0.12, 120, 0, 7954.99, 7963.098, 8.108, 3600, 7963.098, 7963.218, 0.12, 120, 0, 7963.218, 7963.218, 0, 0,    13.092,
 793, 0, 7960, 7960, 7960.126, 0.126, 120, 0, 7960.126, 7962.537, 2.411, 1200, 7962.537, 7962.717, 0.18, 180, 0, 7962.717, 7964.809, 2.092, 900, 7964.809, 7964.929, 0.12, 120, 0, 7964.929, 7972.287, 7.359, 3600, 7972.287, 7972.417, 0.13, 120, 0, 7972.417, 7972.417, 0, 0,    12.291,
 794, 0, 7970, 7970, 7970.126, 0.126, 120, 0, 7970.126, 7972.879, 2.753, 1200, 7972.879, 7973.059, 0.18, 180, 0, 7973.059, 7974.851, 1.792, 900, 7974.851, 7974.971, 0.12, 120, 0, 7974.971, 7983.219, 8.247, 3600, 7983.219, 7983.339, 0.12, 120, 0, 7983.339, 7983.339, 0, 0,    13.213,
 795, 0, 7980, 7980, 7980.116, 0.116, 110, 0, 7980.116, 7982.495, 2.379, 1100, 7982.495, 7982.66, 0.165, 165, 0, 7982.66, 7984.325, 1.664, 825, 7984.325, 7984.435, 0.11, 110, 0, 7984.435, 7991.052, 6.617, 3300, 7991.052, 7991.162, 0.11, 110, 0, 7991.162, 7991.162, 0, 0,    11.046,
 796, 0, 7990, 7990, 7990.116, 0.116, 110, 0, 7990.116, 7992.267, 2.151, 1100, 7992.267, 7992.432, 0.165, 165, 0, 7992.432, 7994.042, 1.61, 825, 7994.042, 7994.152, 0.11, 110, 0, 7994.152, 8001.869, 7.716, 3300, 8001.869, 8001.978, 0.11, 110, 0, 8001.978, 8001.978, 0, 0,    11.862,
 797, 0, 8000, 8000, 8000.126, 0.126, 120, 0, 8000.126, 8002.783, 2.657, 1200, 8002.783, 8002.963, 0.18, 180, 0, 8002.963, 8004.562, 1.599, 900, 8004.562, 8004.682, 0.12, 120, 0, 8004.682, 8013.025, 8.343, 3600, 8013.025, 8013.145, 0.12, 120, 0, 8013.145, 8013.145, 0, 0,    13.019,
 798, 0, 8010, 8010, 8010.116, 0.116, 110, 0, 8010.116, 8012.65, 2.534, 1100, 8012.65, 8012.815, 0.165, 165, 0, 8012.815, 8014.549, 1.734, 825, 8014.549, 8014.659, 0.11, 110, 0, 8014.659, 8022.024, 7.365, 3300, 8022.024, 8022.134, 0.11, 110, 0, 8022.134, 8022.134, 0, 0,    12.018,
 799, 0, 8020, 8020, 8020.126, 0.126, 120, 0, 8020.126, 8022.705, 2.579, 1200, 8022.705, 8022.885, 0.18, 180, 0, 8022.885, 8025.233, 2.348, 900, 8025.233, 8025.353, 0.12, 120, 0, 8025.353, 8033.394, 8.041, 3600, 8033.394, 8033.515, 0.12, 120, 0, 8033.515, 8033.515, 0, 0,    13.388,
 800, 0, 8040, 8040, 8040.126, 0.126, 120, 0, 8040.126, 8042.178, 2.052, 1200, 8042.178, 8042.358, 0.18, 180, 0, 8042.358, 8044.259, 1.901, 900, 8044.259, 8044.379, 0.12, 120, 0, 8044.379, 8051.588, 7.209, 3600, 8051.588, 8051.709, 0.12, 120, 0, 8051.709, 8051.709, 0, 0,    11.583,
 801, 0, 8050, 8050, 8050.126, 0.126, 120, 0, 8050.126, 8052.867, 2.741, 1200, 8052.867, 8053.047, 0.18, 180, 0, 8053.047, 8055.172, 2.125, 900, 8055.172, 8055.292, 0.12, 120, 0, 8055.292, 8063.584, 8.292, 3600, 8063.584, 8063.704, 0.12, 120, 0, 8063.704, 8063.704, 0, 0,    13.578,
 802, 0, 8060, 8060, 8060.126, 0.126, 120, 0, 8060.126, 8063.078, 2.952, 1200, 8063.078, 8063.258, 0.18, 180, 0, 8063.258, 8065.091, 1.833, 900, 8065.091, 8065.211, 0.12, 120, 0, 8065.211, 8072.865, 7.655, 3600, 8072.865, 8072.985, 0.12, 120, 0, 8072.985, 8072.985, 0, 0,    12.860,
 803, 0, 8070, 8070, 8070.116, 0.116, 110, 0, 8070.116, 8072.546, 2.43, 1100, 8072.546, 8072.711, 0.165, 165, 0, 8072.711, 8074.401, 1.69, 825, 8074.401, 8074.511, 0.11, 110, 0, 8074.511, 8081.608, 7.097, 3300, 8081.608, 8081.718, 0.11, 110, 0, 8081.718, 8081.718, 0, 0,    11.602,
 804, 0, 8080, 8080, 8080.126, 0.126, 120, 0, 8080.126, 8082.655, 2.529, 1200, 8082.655, 8082.835, 0.18, 180, 0, 8082.835, 8084.646, 1.812, 900, 8084.646, 8084.767, 0.12, 120, 0, 8084.767, 8092.856, 8.089, 3600, 8092.856, 8092.976, 0.12, 120, 0, 8092.976, 8092.976, 0, 0,    12.850,
 805, 0, 8090, 8090, 8090.126, 0.126, 120, 0, 8090.126, 8092.506, 2.38, 1200, 8092.506, 8092.686, 0.18, 180, 0, 8092.686, 8094.581, 1.896, 900, 8094.581, 8094.702, 0.12, 120, 0, 8094.702, 8103.176, 8.475, 3600, 8103.176, 8103.296, 0.12, 120, 0, 8103.296, 8103.296, 0, 0,    13.170,
 806, 0, 8100, 8100, 8100.126, 0.126, 120, 0, 8100.126, 8102.58, 2.454, 1200, 8102.58, 8102.76, 0.18, 180, 0, 8102.76, 8104.962, 2.202, 900, 8104.962, 8105.082, 0.12, 120, 0, 8105.082, 8113.175, 8.093, 3600, 8113.175, 8113.295, 0.12, 120, 0, 8113.295, 8113.295, 0, 0,    13.169,
 807, 0, 8110, 8110, 8110.116, 0.116, 110, 0, 8110.116, 8112.224, 2.108, 1100, 8112.224, 8112.389, 0.165, 165, 0, 8112.389, 8114.068, 1.679, 825, 8114.068, 8114.178, 0.11, 110, 0, 8114.178, 8121.36, 7.182, 3300, 8121.36, 8121.47, 0.11, 110, 0, 8121.47, 8121.47, 0, 0,    11.354,
 808, 0, 8120, 8120, 8120.116, 0.116, 110, 0, 8120.116, 8122.496, 2.38, 1100, 8122.496, 8122.661, 0.165, 165, 0, 8122.661, 8124.668, 2.008, 825, 8124.668, 8124.778, 0.11, 110, 0, 8124.778, 8132.015, 7.236, 3300, 8132.015, 8132.125, 0.11, 110, 0, 8132.125, 8132.125, 0, 0,    12.008,
 809, 0, 8130, 8130, 8130.116, 0.116, 110, 0, 8130.116, 8132.508, 2.393, 1100, 8132.508, 8132.674, 0.166, 165, 0, 8132.674, 8134.564, 1.89, 825, 8134.564, 8134.674, 0.11, 110, 0, 8134.674, 8140.861, 6.187, 3300, 8140.861, 8140.971, 0.11, 110, 0, 8140.971, 8140.971, 0, 0,    10.855,
 810, 0, 8140, 8140, 8140.126, 0.126, 120, 0, 8140.126, 8142.637, 2.511, 1200, 8142.637, 8142.817, 0.18, 180, 0, 8142.817, 8144.785, 1.967, 900, 8144.785, 8144.905, 0.12, 120, 0, 8144.905, 8152.411, 7.507, 3600, 8152.411, 8152.532, 0.12, 120, 0, 8152.532, 8152.532, 0, 0,    12.406,
 811, 0, 8150, 8150, 8150.126, 0.126, 120, 0, 8150.126, 8152.691, 2.565, 1200, 8152.691, 8152.871, 0.18, 180, 0, 8152.871, 8154.714, 1.844, 900, 8154.714, 8154.834, 0.12, 120, 0, 8154.834, 8163.248, 8.414, 3600, 8163.248, 8163.368, 0.12, 120, 0, 8163.368, 8163.368, 0, 0,    13.242,
 812, 0, 8160, 8160, 8160.126, 0.126, 120, 0, 8160.126, 8162.715, 2.589, 1200, 8162.715, 8162.895, 0.18, 180, 0, 8162.895, 8164.909, 2.013, 900, 8164.909, 8165.029, 0.12, 120, 0, 8165.029, 8172.295, 7.266, 3600, 8172.295, 8172.415, 0.12, 120, 0, 8172.415, 8172.415, 0, 0,    12.289,
 813, 0, 8170, 8170, 8170.116, 0.116, 110, 0, 8170.116, 8172.483, 2.367, 1100, 8172.483, 8172.648, 0.165, 165, 0, 8172.648, 8174.425, 1.777, 825, 8174.425, 8174.535, 0.11, 110, 0, 8174.535, 8181.596, 7.062, 3300, 8181.596, 8181.706, 0.11, 110, 0, 8181.706, 8181.706, 0, 0,    11.591,
 814, 0, 8180, 8180, 8180.116, 0.116, 110, 0, 8180.116, 8182.363, 2.247, 1100, 8182.363, 8182.528, 0.165, 165, 0, 8182.528, 8184.452, 1.924, 825, 8184.452, 8184.563, 0.11, 110, 0, 8184.563, 8191.497, 6.935, 3300, 8191.497, 8191.607, 0.11, 110, 0, 8191.607, 8191.607, 0, 0,    11.491,
 815, 0, 8190, 8190, 8190.126, 0.126, 120, 0, 8190.126, 8192.702, 2.576, 1200, 8192.702, 8192.882, 0.18, 180, 0, 8192.882, 8194.468, 1.585, 900, 8194.468, 8194.588, 0.12, 120, 0, 8194.588, 8202.277, 7.689, 3600, 8202.277, 8202.397, 0.12, 120, 0, 8202.397, 8202.397, 0, 0,    12.271,
 816, 0, 8200, 8200, 8200.116, 0.116, 110, 0, 8200.116, 8202.127, 2.011, 1100, 8202.127, 8202.302, 0.175, 165, 0, 8202.302, 8203.992, 1.69, 825, 8203.992, 8204.102, 0.11, 110, 0, 8204.102, 8211.891, 7.789, 3300, 8211.891, 8212.01, 0.12, 110, 0, 8212.01, 8212.01, 0, 0,    11.894,
 817, 0, 8210, 8210, 8210.116, 0.116, 110, 0, 8210.116, 8212.472, 2.356, 1100, 8212.472, 8212.637, 0.165, 165, 0, 8212.637, 8214.523, 1.886, 825, 8214.523, 8214.633, 0.11, 110, 0, 8214.633, 8221.087, 6.454, 3300, 8221.087, 8221.197, 0.11, 110, 0, 8221.197, 8221.197, 0, 0,    11.081,
 818, 0, 8220, 8220, 8220.126, 0.126, 120, 0, 8220.126, 8222.758, 2.632, 1200, 8222.758, 8222.938, 0.18, 180, 0, 8222.938, 8225.188, 2.25, 900, 8225.188, 8225.308, 0.12, 120, 0, 8225.308, 8233.868, 8.559, 3600, 8233.868, 8233.988, 0.12, 120, 0, 8233.988, 8233.988, 0, 0,    13.862,
 819, 0, 8230, 8230, 8230.126, 0.126, 120, 0, 8230.126, 8232.766, 2.64, 1200, 8232.766, 8232.945, 0.18, 180, 0, 8232.945, 8234.853, 1.907, 900, 8234.853, 8234.973, 0.121, 120, 0, 8234.973, 8242.406, 7.433, 3600, 8242.406, 8242.526, 0.12, 120, 0, 8242.526, 8242.526, 0, 0,    12.400,
 820, 0, 8240, 8240, 8240.116, 0.116, 110, 0, 8240.116, 8242.122, 2.006, 1100, 8242.122, 8242.287, 0.165, 165, 0, 8242.287, 8244.053, 1.766, 825, 8244.053, 8244.163, 0.11, 110, 0, 8244.163, 8251.111, 6.948, 3300, 8251.111, 8251.221, 0.11, 110, 0, 8251.221, 8251.221, 0, 0,    11.106,
 821, 0, 8250, 8250, 8250.126, 0.126, 120, 0, 8250.126, 8252.616, 2.49, 1200, 8252.616, 8252.797, 0.18, 180, 0, 8252.797, 8254.861, 2.065, 900, 8254.861, 8254.982, 0.12, 120, 0, 8254.982, 8262.62, 7.639, 3600, 8262.62, 8262.74, 0.12, 120, 0, 8262.74, 8262.74, 0, 0,    12.614,
 822, 0, 8260, 8260, 8260.116, 0.116, 110, 0, 8260.116, 8262.7, 2.584, 1100, 8262.7, 8262.865, 0.165, 165, 0, 8262.865, 8264.556, 1.691, 825, 8264.556, 8264.666, 0.11, 110, 0, 8264.666, 8271.717, 7.05, 3300, 8271.717, 8271.829, 0.113, 110, 0, 8271.829, 8271.829, 0, 0,    11.713,
 823, 0, 8270, 8270, 8270.116, 0.116, 110, 0, 8270.116, 8272.409, 2.293, 1100, 8272.409, 8272.574, 0.165, 165, 0, 8272.574, 8274.3, 1.726, 825, 8274.3, 8274.41, 0.11, 110, 0, 8274.41, 8281.731, 7.321, 3300, 8281.731, 8281.841, 0.11, 110, 0, 8281.841, 8281.841, 0, 0,    11.725,
 824, 0, 8280, 8280, 8280.116, 0.116, 110, 0, 8280.116, 8282.685, 2.569, 1100, 8282.685, 8282.85, 0.165, 165, 0, 8282.85, 8284.63, 1.78, 825, 8284.63, 8284.74, 0.11, 110, 0, 8284.74, 8292.632, 7.892, 3300, 8292.632, 8292.742, 0.11, 110, 0, 8292.742, 8292.742, 0, 0,    12.626,
 825, 0, 8290, 8290, 8290.126, 0.126, 120, 0, 8290.126, 8292.913, 2.787, 1200, 8292.913, 8293.094, 0.18, 180, 0, 8293.094, 8295.128, 2.035, 900, 8295.128, 8295.249, 0.12, 120, 0, 8295.249, 8302.456, 7.208, 3600, 8302.456, 8302.584, 0.127, 120, 0, 8302.584, 8302.584, 0, 0,    12.458,
 826, 0, 8300, 8300, 8300.126, 0.126, 120, 0, 8300.126, 8302.384, 2.258, 1200, 8302.384, 8302.574, 0.19, 180, 0, 8302.574, 8304.282, 1.708, 900, 8304.282, 8304.402, 0.12, 120, 0, 8304.402, 8311.459, 7.057, 3600, 8311.459, 8311.579, 0.12, 120, 0, 8311.579, 8311.579, 0, 0,    11.453,
 827, 0, 8310, 8310, 8310.126, 0.126, 120, 0, 8310.126, 8312.656, 2.531, 1200, 8312.656, 8312.837, 0.18, 180, 0, 8312.837, 8314.642, 1.805, 900, 8314.642, 8314.762, 0.12, 120, 0, 8314.762, 8322.998, 8.236, 3600, 8322.998, 8323.119, 0.12, 120, 0, 8323.119, 8323.119, 0, 0,    12.993,
 828, 0, 8320, 8320, 8320.126, 0.126, 120, 0, 8320.126, 8322.656, 2.53, 1200, 8322.656, 8322.836, 0.18, 180, 0, 8322.836, 8324.722, 1.886, 900, 8324.722, 8324.842, 0.12, 120, 0, 8324.842, 8332.956, 8.114, 3600, 8332.956, 8333.076, 0.12, 120, 0, 8333.076, 8333.076, 0, 0,    12.950,
 829, 0, 8330, 8330, 8330.126, 0.126, 120, 0, 8330.126, 8332.766, 2.64, 1200, 8332.766, 8332.946, 0.18, 180, 0, 8332.946, 8335.163, 2.217, 900, 8335.163, 8335.283, 0.12, 120, 0, 8335.283, 8343.053, 7.77, 3600, 8343.053, 8343.174, 0.12, 120, 0, 8343.174, 8343.174, 0, 0,    13.048,
 830, 0, 8340, 8340, 8340.116, 0.116, 110, 0, 8340.116, 8342.566, 2.45, 1100, 8342.566, 8342.741, 0.175, 165, 0, 8342.741, 8344.668, 1.927, 825, 8344.668, 8344.778, 0.11, 110, 0, 8344.778, 8351.794, 7.016, 3300, 8351.794, 8351.905, 0.11, 110, 0, 8351.905, 8351.905, 0, 0,    11.789,
 831, 0, 8350, 8350, 8350.116, 0.116, 110, 0, 8350.116, 8352.433, 2.317, 1100, 8352.433, 8352.598, 0.165, 165, 0, 8352.598, 8354.288, 1.691, 825, 8354.288, 8354.398, 0.11, 110, 0, 8354.398, 8361.432, 7.034, 3300, 8361.432, 8361.542, 0.11, 110, 0, 8361.542, 8361.542, 0, 0,    11.427,
 832, 0, 8360, 8360, 8360.126, 0.126, 120, 0, 8360.126, 8362.708, 2.582, 1200, 8362.708, 8362.889, 0.18, 180, 0, 8362.889, 8365.074, 2.185, 900, 8365.074, 8365.194, 0.12, 120, 0, 8365.194, 8372.357, 7.163, 3600, 8372.357, 8372.477, 0.12, 120, 0, 8372.477, 8372.477, 0, 0,    12.351,
 833, 0, 8370, 8370, 8370.126, 0.126, 120, 0, 8370.126, 8372.828, 2.703, 1200, 8372.828, 8373.008, 0.18, 180, 0, 8373.008, 8374.809, 1.801, 900, 8374.809, 8374.929, 0.12, 120, 0, 8374.929, 8383.125, 8.197, 3600, 8383.125, 8383.246, 0.12, 120, 0, 8383.246, 8383.246, 0, 0,    13.120,
 834, 0, 8380, 8380, 8380.116, 0.116, 110, 0, 8380.116, 8382.684, 2.568, 1100, 8382.684, 8382.849, 0.165, 165, 0, 8382.849, 8384.502, 1.652, 825, 8384.502, 8384.612, 0.11, 110, 0, 8384.612, 8390.998, 6.386, 3300, 8390.998, 8391.108, 0.11, 110, 0, 8391.108, 8391.108, 0, 0,    10.992,
 835, 0, 8390, 8390, 8390.126, 0.126, 120, 0, 8390.126, 8392.838, 2.712, 1200, 8392.838, 8393.018, 0.18, 180, 0, 8393.018, 8394.857, 1.84, 900, 8394.857, 8394.977, 0.12, 120, 0, 8394.977, 8403.076, 8.098, 3600, 8403.076, 8403.196, 0.12, 120, 0, 8403.196, 8403.196, 0, 0,    13.070,
 836, 0, 8400, 8400, 8400.116, 0.116, 110, 0, 8400.116, 8402.33, 2.214, 1100, 8402.33, 8402.495, 0.165, 165, 0, 8402.495, 8404.267, 1.772, 825, 8404.267, 8404.378, 0.11, 110, 0, 8404.378, 8412.155, 7.777, 3300, 8412.155, 8412.265, 0.11, 110, 0, 8412.265, 8412.265, 0, 0,    12.149,
 837, 0, 8410, 8410, 8410.116, 0.116, 110, 0, 8410.116, 8412.742, 2.626, 1100, 8412.742, 8412.907, 0.165, 165, 0, 8412.907, 8414.508, 1.6, 825, 8414.508, 8414.618, 0.11, 110, 0, 8414.618, 8421.616, 6.998, 3300, 8421.616, 8421.726, 0.11, 110, 0, 8421.726, 8421.726, 0, 0,    11.610,
 838, 0, 8420, 8420, 8420.126, 0.126, 120, 0, 8420.126, 8422.853, 2.727, 1200, 8422.853, 8423.033, 0.18, 180, 0, 8423.033, 8425.066, 2.033, 900, 8425.066, 8425.186, 0.12, 120, 0, 8425.186, 8433.165, 7.979, 3600, 8433.165, 8433.286, 0.12, 120, 0, 8433.286, 8433.286, 0, 0,    13.160,
 839, 0, 8430, 8430, 8430.126, 0.126, 120, 0, 8430.126, 8432.796, 2.67, 1200, 8432.796, 8432.976, 0.18, 180, 0, 8432.976, 8434.688, 1.712, 900, 8434.688, 8434.809, 0.12, 120, 0, 8434.809, 8442.944, 8.135, 3600, 8442.944, 8443.064, 0.12, 120, 0, 8443.064, 8443.064, 0, 0,    12.938,
 840, 0, 8440, 8440, 8440.126, 0.126, 120, 0, 8440.126, 8443.054, 2.928, 1200, 8443.054, 8443.234, 0.18, 180, 0, 8443.234, 8445.342, 2.109, 900, 8445.342, 8445.462, 0.12, 120, 0, 8445.462, 8452.717, 7.254, 3600, 8452.717, 8452.837, 0.12, 120, 0, 8452.837, 8452.837, 0, 0,    12.711,
 841, 0, 8450, 8450, 8450.116, 0.116, 110, 0, 8450.116, 8452.236, 2.12, 1100, 8452.236, 8452.401, 0.165, 165, 0, 8452.401, 8454.303, 1.902, 825, 8454.303, 8454.413, 0.11, 110, 0, 8454.413, 8461.638, 7.225, 3300, 8461.638, 8461.748, 0.11, 110, 0, 8461.748, 8461.748, 0, 0,    11.632,
 842, 0, 8460, 8460, 8460.116, 0.116, 110, 0, 8460.116, 8462.61, 2.494, 1100, 8462.61, 8462.775, 0.165, 165, 0, 8462.775, 8464.639, 1.864, 825, 8464.639, 8464.749, 0.11, 110, 0, 8464.749, 8471.658, 6.909, 3300, 8471.658, 8471.768, 0.11, 110, 0, 8471.768, 8471.768, 0, 0,    11.652,
 843, 0, 8470, 8470, 8470.126, 0.126, 120, 0, 8470.126, 8472.704, 2.578, 1200, 8472.704, 8472.884, 0.18, 180, 0, 8472.884, 8474.94, 2.056, 900, 8474.94, 8475.06, 0.12, 120, 0, 8475.06, 8482.101, 7.041, 3600, 8482.101, 8482.221, 0.12, 120, 0, 8482.221, 8482.221, 0, 0,    12.095,
 844, 0, 8480, 8480, 8480.126, 0.126, 120, 0, 8480.126, 8482.703, 2.577, 1200, 8482.703, 8482.883, 0.18, 180, 0, 8482.883, 8484.703, 1.82, 900, 8484.703, 8484.823, 0.12, 120, 0, 8484.823, 8493.093, 8.27, 3600, 8493.093, 8493.213, 0.12, 120, 0, 8493.213, 8493.213, 0, 0,    13.087,
